HP,/home/souto/datasets/flickr32/classes/jpg/HP/252028224.jpg,/home/souto/datasets/flickr32/classes/masks/hp/252028224.jpg.bboxes.txt
adidas,/home/souto/datasets/flickr32/classes/jpg/adidas/2266807703.jpg,/home/souto/datasets/flickr32/classes/masks/adidas/2266807703.jpg.bboxes.txt
aldi,/home/souto/datasets/flickr32/classes/jpg/aldi/5150268421.jpg,/home/souto/datasets/flickr32/classes/masks/aldi/5150268421.jpg.bboxes.txt
apple,/home/souto/datasets/flickr32/classes/jpg/apple/2740479548.jpg,/home/souto/datasets/flickr32/classes/masks/apple/2740479548.jpg.bboxes.txt
becks,/home/souto/datasets/flickr32/classes/jpg/becks/1652472611.jpg,/home/souto/datasets/flickr32/classes/masks/becks/1652472611.jpg.bboxes.txt
bmw,/home/souto/datasets/flickr32/classes/jpg/bmw/427128537.jpg,/home/souto/datasets/flickr32/classes/masks/bmw/427128537.jpg.bboxes.txt
carlsberg,/home/souto/datasets/flickr32/classes/jpg/carlsberg/3573717881.jpg,/home/souto/datasets/flickr32/classes/masks/carlsberg/3573717881.jpg.bboxes.txt
chimay,/home/souto/datasets/flickr32/classes/jpg/chimay/3581237497.jpg,/home/souto/datasets/flickr32/classes/masks/chimay/3581237497.jpg.bboxes.txt
cocacola,/home/souto/datasets/flickr32/classes/jpg/cocacola/4363949503.jpg,/home/souto/datasets/flickr32/classes/masks/cocacola/4363949503.jpg.bboxes.txt
corona,/home/souto/datasets/flickr32/classes/jpg/corona/391872213.jpg,/home/souto/datasets/flickr32/classes/masks/corona/391872213.jpg.bboxes.txt
dhl,/home/souto/datasets/flickr32/classes/jpg/dhl/1674074500.jpg,/home/souto/datasets/flickr32/classes/masks/dhl/1674074500.jpg.bboxes.txt
erdinger,/home/souto/datasets/flickr32/classes/jpg/erdinger/4805710385.jpg,/home/souto/datasets/flickr32/classes/masks/erdinger/4805710385.jpg.bboxes.txt
esso,/home/souto/datasets/flickr32/classes/jpg/esso/3007169712.jpg,/home/souto/datasets/flickr32/classes/masks/esso/3007169712.jpg.bboxes.txt
fedex,/home/souto/datasets/flickr32/classes/jpg/fedex/4087545838.jpg,/home/souto/datasets/flickr32/classes/masks/fedex/4087545838.jpg.bboxes.txt
ferrari,/home/souto/datasets/flickr32/classes/jpg/ferrari/1253174112.jpg,/home/souto/datasets/flickr32/classes/masks/ferrari/1253174112.jpg.bboxes.txt
ford,/home/souto/datasets/flickr32/classes/jpg/ford/255740214.jpg,/home/souto/datasets/flickr32/classes/masks/ford/255740214.jpg.bboxes.txt
fosters,/home/souto/datasets/flickr32/classes/jpg/fosters/2141630887.jpg,/home/souto/datasets/flickr32/classes/masks/fosters/2141630887.jpg.bboxes.txt
google,/home/souto/datasets/flickr32/classes/jpg/google/2538663225.jpg,/home/souto/datasets/flickr32/classes/masks/google/2538663225.jpg.bboxes.txt
guiness,/home/souto/datasets/flickr32/classes/jpg/guiness/1152021015.jpg,/home/souto/datasets/flickr32/classes/masks/guiness/1152021015.jpg.bboxes.txt
heineken,/home/souto/datasets/flickr32/classes/jpg/heineken/385214233.jpg,/home/souto/datasets/flickr32/classes/masks/heineken/385214233.jpg.bboxes.txt
milka,/home/souto/datasets/flickr32/classes/jpg/milka/2854093857.jpg,/home/souto/datasets/flickr32/classes/masks/milka/2854093857.jpg.bboxes.txt
nvidia,/home/souto/datasets/flickr32/classes/jpg/nvidia/1325128183.jpg,/home/souto/datasets/flickr32/classes/masks/nvidia/1325128183.jpg.bboxes.txt
paulaner,/home/souto/datasets/flickr32/classes/jpg/paulaner/4630223904.jpg,/home/souto/datasets/flickr32/classes/masks/paulaner/4630223904.jpg.bboxes.txt
pepsi,/home/souto/datasets/flickr32/classes/jpg/pepsi/2897324255.jpg,/home/souto/datasets/flickr32/classes/masks/pepsi/2897324255.jpg.bboxes.txt
rittersport,/home/souto/datasets/flickr32/classes/jpg/rittersport/4600636631.jpg,/home/souto/datasets/flickr32/classes/masks/rittersport/4600636631.jpg.bboxes.txt
shell,/home/souto/datasets/flickr32/classes/jpg/shell/2082154524.jpg,/home/souto/datasets/flickr32/classes/masks/shell/2082154524.jpg.bboxes.txt
singha,/home/souto/datasets/flickr32/classes/jpg/singha/2313531342.jpg,/home/souto/datasets/flickr32/classes/masks/singha/2313531342.jpg.bboxes.txt
starbucks,/home/souto/datasets/flickr32/classes/jpg/starbucks/379701856.jpg,/home/souto/datasets/flickr32/classes/masks/starbucks/379701856.jpg.bboxes.txt
stellaartois,/home/souto/datasets/flickr32/classes/jpg/stellaartois/335492138.jpg,/home/souto/datasets/flickr32/classes/masks/stellaartois/335492138.jpg.bboxes.txt
texaco,/home/souto/datasets/flickr32/classes/jpg/texaco/414340695.jpg,/home/souto/datasets/flickr32/classes/masks/texaco/414340695.jpg.bboxes.txt
tsingtao,/home/souto/datasets/flickr32/classes/jpg/tsingtao/128795898.jpg,/home/souto/datasets/flickr32/classes/masks/tsingtao/128795898.jpg.bboxes.txt
ups,/home/souto/datasets/flickr32/classes/jpg/ups/4665723798.jpg,/home/souto/datasets/flickr32/classes/masks/ups/4665723798.jpg.bboxes.txt
